0,231,1369
1,230,1368
2,229,1367
3,228,1366
4,227,1365
5,226,1364
6,225,1363
7,224,1362
8,223,1361
9,222,1360
10,221,1359
11,220,1358
12,219,1357
13,218,1356
14,217,1355
15,216,1354
16,215,1353
17,214,1352
18,213,1351
19,212,1350
20,211,1349
21,210,1348
22,209,1347
23,208,1346
24,207,1345
25,206,1344
26,205,1343
27,204,1342
28,203,1341
29,202,1340
30,201,1339
31,200,1338
32,199,1337
33,198,1336
34,197,1335
35,196,1334
36,195,1333
37,194,1332
38,193,1331
39,192,1330
40,191,1329
41,190,1328
42,189,1327
43,188,1326
44,187,1325
45,186,1324
46,185,1323
47,184,1322
48,183,1321
49,182,1320
50,181,1319
51,180,1318
52,179,1317
53,178,1316
54,177,1315
55,176,1314
56,175,1313
57,174,1312
58,173,1311
59,172,1310
60,171,1309
61,170,1308
62,169,1307
63,168,1306
64,167,1305
65,166,1304
66,165,1303
67,164,1302
68,163,1301
69,162,1300
70,161,1299
71,160,1298
72,159,1297
73,158,1296
74,157,1295
75,156,1294
76,155,1293
77,154,1292
78,154,1291
79,154,1290
80,154,1289
81,154,1288
82,154,1287
83,154,1286
84,154,1285
85,154,1284
86,154,1283
87,154,1282
88,154,1281
89,154,1280
90,154,1279
91,153,1278
92,153,1277
93,153,1276
94,153,1275
95,153,1274
96,153,1273
97,153,1272
98,152,1271
99,152,1270
100,152,1269
101,152,1268
102,152,1267
103,152,1266
104,151,1265
105,151,1264
106,151,1263
107,151,1262
108,151,1261
109,151,1260
110,151,1259
111,151,1258
112,151,1257
113,151,1256
114,151,1255
115,151,1254
116,151,1253
117,151,1252
118,151,1251
119,151,1250
120,151,1249
121,151,1248
122,151,1247
123,151,1246
124,151,1245
125,151,1244
126,151,1243
127,151,1242
128,151,1241
129,151,1240
130,151,1239
131,151,1238
132,151,1237
133,151,1236
134,151,1235
135,151,1234
136,150,1233
137,150,1232
138,150,1231
139,150,1230
140,151,1229
141,151,1228
142,151,1227
143,151,1226
144,151,1225
145,151,1224
146,151,1223
147,151,1222
148,152,1221
149,152,1220
150,152,1219
151,152,1218
152,152,1217
153,153,1216
154,153,1215
155,153,1214
156,153,1213
157,153,1212
158,153,1211
159,153,1210
160,153,1209
161,153,1208
162,153,1207
163,153,1206
164,153,1205
165,153,1204
166,152,1203
167,152,1202
168,152,1201
169,152,1200
170,152,1199
171,151,1198
172,151,1197
173,151,1196
174,151,1195
175,151,1194
176,151,1193
177,150,1192
178,150,1191
179,150,1190
180,150,1189
181,150,1188
182,151,1187
183,151,1186
184,151,1185
185,151,1184
186,151,1183
187,151,1182
188,151,1181
189,151,1180
190,152,1179
191,152,1178
192,151,1177
193,151,1176
194,151,1175
195,151,1174
196,152,1173
197,153,1172
198,154,1171
199,155,1170
200,156,1169
201,157,1168
202,158,1167
203,159,1166
204,160,1165
205,161,1164
206,162,1163
207,163,1162
208,164,1161
209,165,1160
210,166,1159
211,167,1158
212,168,1157
213,169,1156
214,170,1155
215,171,1154
216,172,1153
217,173,1152
218,174,1151
219,175,1150
220,176,1149
221,177,1148
222,178,1147
223,179,1146
224,180,1145
225,181,1144
226,182,1143
227,183,1142
228,184,1141
229,185,1140
230,186,1139
231,187,1138
232,188,1137
233,189,1136
234,190,1135
235,191,1134
236,192,1133
237,192,1132
238,192,1131
239,192,1130
240,192,1129
241,193,1128
242,193,1127
243,193,1126
244,193,1125
245,193,1124
246,194,1123
247,194,1122
248,194,1121
249,194,1120
250,195,1119
251,195,1118
252,195,1117
253,195,1116
254,196,1115
255,196,1114
256,196,1113
257,196,1112
258,196,1111
259,196,1110
260,196,1109
261,195,1108
262,195,1107
263,194,1106
264,194,1105
265,193,1104
266,193,1103
267,193,1102
268,193,1101
269,193,1100
270,192,1099
271,192,1098
272,192,1097
273,192,1096
274,192,1095
275,192,1094
276,192,1093
277,192,1092
278,192,1091
279,193,1090
280,193,1089
281,193,1088
282,193,1087
283,193,1086
284,193,1085
285,193,1084
286,193,1083
287,193,1082
288,193,1081
289,193,1080
290,193,1079
291,193,1078
292,193,1077
293,193,1076
294,193,1075
295,193,1074
296,193,1073
297,193,1072
298,193,1071
299,193,1070
300,193,1069
301,193,1068
302,193,1067
303,193,1066
304,193,1065
305,193,1064
306,193,1063
307,193,1062
308,193,1061
309,193,1060
310,194,1059
311,194,1058
312,195,1057
313,195,1056
314,196,1055
315,196,1054
316,196,1053
317,197,1052
318,197,1051
319,197,1050
320,197,1049
321,197,1048
322,197,1047
323,197,1046
324,197,1045
325,197,1044
326,196,1043
327,196,1042
