0,25,100
1,26,101
2,27,102
3,28,103
4,29,104
5,30,105
6,31,106
7,32,107
8,33,108
9,34,109
10,35,110
11,36,111
12,37,112
13,38,113
14,39,114
15,40,115
16,41,116
17,42,117
18,43,118
19,44,119
20,45,120
21,46,121
22,47,122
23,48,123
24,49,124
25,50,125
26,50,126
27,50,127
28,50,128
29,50,129
30,50,130
31,50,131
32,50,132
33,50,133
34,50,134
35,50,135
36,50,136
37,50,137
38,50,138
39,50,139
40,50,140
41,50,141
42,50,142
43,50,143
44,50,144
45,50,145
46,50,146
47,50,147
48,50,148
49,50,149
50,50,150
51,51,151
52,52,151
53,53,151
54,54,151
55,55,151
56,56,151
57,57,151
58,58,151
59,59,151
60,60,151
61,61,151
62,62,151
63,63,151
64,64,151
65,65,151
66,66,151
67,67,151
68,68,151
69,69,151
70,70,151
71,71,151
72,72,151
73,73,151
74,74,151
75,75,151
76,76,151
77,77,151
78,78,151
79,79,151
80,80,151
81,81,151
82,82,151
83,83,151
84,84,151
85,85,151
86,86,151
87,87,151
88,88,151
89,89,151
90,90,151
91,91,150
92,92,149
93,93,148
94,94,147
95,95,146
96,96,145
97,97,144
98,98,143
99,99,142
100,100,141
101,101,140
102,102,139
103,103,138
104,104,137
105,105,136
106,106,135
107,107,134
108,108,133
109,109,132
110,110,131
111,111,130
112,112,129
113,113,128
114,114,127
115,115,126
116,116,125
117,117,124
118,118,123
119,119,122
120,120,121
121,121,120
122,122,119
123,123,118
124,124,117
125,125,116
126,126,115
127,127,114
128,128,113
129,129,112
130,130,111
131,131,110
132,132,109
133,133,108
134,134,107
135,135,106
136,136,105
137,137,104
138,138,103
139,139,102
140,140,101
141,141,100
142,142,99
143,143,98
144,144,97
145,145,96
146,146,95
147,147,95
148,148,94
149,149,94
150,150,95
151,151,96
152,152,95
153,153,94
154,154,93
155,155,92
156,156,91
157,157,90
158,158,89
159,159,88
160,160,87
161,161,86
162,162,87
163,163,88
164,164,89
165,165,90
166,166,91
167,167,92
168,168,93
169,169,94
170,170,95
171,171,96
172,172,97
173,173,98
174,174,99
175,175,100
